soldier_id,unit_code,region,lat,lon,rank,facility_type,facility_usage,usage_frequency_per_week,satisfaction_score,distance_to_facility,has_private_space,mental_wellbeing_score,date,facility_access_score,expected_mental_score,mental_gap_score,expected_mental_score_adj,expected_mental_score_v4
S20240700162,17사단,전라권,35.848398,128.469701,상병,독서실,1,4,2,238.3,격리형,3,2024-07-17,-138.3,-2.46,0.7713763697646387,-2.46,-1.5883308224549495
S20240700163,24사단,전라권,36.062218,129.033118,상병,체력단련실,0,3,1,392.9,침상형,8,2024-11-04,-292.9,-6.82,13.987459314216704,-6.82,-5.987459314216704
S20240700164,18사단,강원권,37.657097,129.145285,일병,체력단련실,0,2,4,344.1,침상형,1,2024-10-31,-244.1,-4.1,1.2305882551080505,-3.6,-2.9004558047686397
S20240700165,15사단,강원권,36.601135,127.415856,일병,독서실,0,3,4,126.4,침상형,1,2024-12-15,-26.40000000000001,1.34,-0.7,1.84,1.7
S20240700166,13사단,충청권,38.45643,127.369855,병장,상담실,0,4,1,127.8,침상형,2,2024-11-08,-27.8,-0.19,0.7586344745964513,-0.19,1.2413655254035487
S20240700167,22사단,수도권,35.866215,127.539996,이병,노래방,1,2,2,163.0,격리형,1,2024-09-14,-63.0,-0.57,1.48,-0.57,-0.48
S20240700168,18사단,수도권,36.56192,129.399657,일병,PX,1,2,3,191.2,격리형,3,2024-08-15,-91.2,-0.78,1.4662079885639194,-0.78,0.3922688821981342
S20240700169,16사단,강원권,35.567224,127.606132,이병,상담실,1,1,5,198.2,침상형,2,2024-12-05,-98.2,0.05,1.62,0.55,0.38
S20240700170,21사단,전라권,37.02969,127.002112,상병,노래방,1,4,2,168.3,격리형,3,2024-09-07,-68.30000000000001,-0.71,0.4315712194059949,-0.71,0.5033557977514046
S20240700171,13사단,영남권,35.69131,128.52088,상병,체력단련실,1,5,5,243.9,격리형,3,2024-11-14,-143.9,-1.1,0.3653977300895849,-0.6000000000000001,0.1682728208921097
S20240700172,11사단,수도권,37.438335,126.816539,이병,상담실,0,1,3,250.7,침상형,2,2024-09-23,-150.7,-2.27,0.3227067031632191,-2.27,-0.9956343877364272
S20240700173,13사단,영남권,35.993872,127.263495,병장,독서실,0,3,6,342.2,격리형,3,2024-07-11,-242.2,-3.06,4.911476576673339,-2.56,-1.9114765766733384
S20240700174,15사단,영남권,37.241011,128.779905,상병,상담실,0,2,2,285.0,침상형,1,2024-09-07,-185.0,-3.62,3.517849346922312,-3.62,-2.517849346922312
S20240700175,25사단,충청권,38.256414,127.336173,병장,PX,0,3,3,262.1,격리형,1,2024-10-07,-162.10000000000002,-2.55,2.2173494400300267,-2.55,-1.2173494400300269
S20240700176,24사단,영남권,38.065514,128.654156,병장,노래방,1,4,2,456.4,침상형,1,2024-09-29,-356.4,-7.91,1.3343095855517124,-7.91,-7.4960528361729
S20240700177,13사단,영남권,35.94697,128.558158,병장,PX,1,3,3,205.9,침상형,1,2024-12-06,-105.9,-1.15,1.0162257774677868,-1.15,-0.0162257774677867
S20240700178,11사단,영남권,36.75371,127.794131,상병,체력단련실,1,2,1,374.4,격리형,2,2024-12-08,-274.4,-6.36,0.8637427227927965,-6.36,-5.991975475126409
S20240700179,15사단,충청권,37.549286,128.882653,상병,독서실,1,3,2,213.0,침상형,3,2024-12-14,-113.0,-1.83,0.2640985391938327,-1.83,-1.0372570119234266
S20240700180,20사단,충청권,37.090497,127.140089,상병,독서실,1,2,1,447.6,침상형,1,2024-10-02,-347.6,-8.19,1.2589650861384887,-8.19,-8.67
S20240700181,17사단,강원권,37.110367,128.738258,일병,독서실,1,1,4,276.9,침상형,2,2024-12-21,-176.89999999999998,-2.42,0.6531817116184284,-1.42,-1.5817167191532917
S20240700182,25사단,강원권,36.715797,127.117103,이병,노래방,1,1,4,323.5,침상형,1,2024-12-12,-223.5,-3.59,3.29562164774692,-3.09,-2.29562164774692
S20240700183,24사단,영남권,37.893587,128.80412,이병,노래방,1,2,1,130.2,침상형,2,2024-10-23,-30.19999999999999,-0.25,0.7260965376082962,-0.25,1.2739034623917038
S20240700184,17사단,충청권,36.394116,126.59935,상병,상담실,0,3,2,427.4,침상형,1,2024-07-31,-327.4,-7.18,0.6199911838337882,-7.18,-6.34075428078317
S20240700185,21사단,충청권,37.609466,128.384575,병장,상담실,1,2,4,461.2,격리형,2,2024-07-11,-361.2,-7.03,1.0432781826552313,-6.53,-6.258483647175264
S20240700186,19사단,수도권,38.497604,128.589598,상병,상담실,1,3,5,308.0,격리형,3,2024-09-25,-208.0,-2.7,0.1729929571279039,-2.2,-1.2321123892851902
S20240700187,25사단,전라권,36.705773,127.014318,상병,노래방,0,2,4,445.3,침상형,1,2024-10-29,-345.3,-6.63,6.703531713286051,-6.13,-5.703531713286051
S20240700188,25사단,수도권,36.294103,129.364455,이병,노래방,0,3,5,288.4,격리형,3,2024-11-07,-188.4,-2.21,1.38701371024248,-1.71,-2.02
S20240700189,20사단,수도권,35.908833,128.115544,이병,독서실,0,0,3,403.7,격리형,3,2024-10-13,-303.7,-6.09,0.5538526367038868,-6.09,-5.489194717937277
S20240700190,20사단,강원권,35.88007,127.805571,이병,PX,1,2,5,277.4,침상형,2,2024-07-27,-177.39999999999998,-1.93,1.3500401795258423,-0.93,-0.3129824628557209
S20240700191,22사단,강원권,38.318203,127.197503,병장,체력단련실,0,4,5,216.2,격리형,1,2024-07-02,-116.2,-0.4,1.1,0.0999999999999999,-0.1
S20240700192,23사단,강원권,36.626126,127.569741,병장,상담실,0,2,7,377.1,격리형,3,2024-10-11,-277.1,-3.43,0.7989715771075743,-2.93,-2.3892045170599268
S20240700193,13사단,수도권,35.695854,128.628163,상병,PX,1,3,2,419.7,격리형,8,2024-10-09,-319.7,-6.99,1.1524066687154546,-6.99,-5.848775276913173
S20240700194,25사단,충청권,37.738454,128.282128,일병,노래방,0,2,2,408.0,격리형,3,2024-07-21,-308.0,-6.7,9.020430585833186,-6.7,-6.020430585833185
S20240700195,17사단,수도권,37.58817,127.442742,병장,PX,1,3,2,461.8,격리형,2,2024-08-27,-361.8,-8.04,1.4202554114874806,-8.04,-7.168401441348033
S20240700196,11사단,충청권,36.084487,129.332101,상병,상담실,0,3,2,395.2,침상형,1,2024-11-10,-295.2,-6.38,0.7334908699808149,-6.38,-5.2025073832218975
S20240700197,14사단,영남권,37.435657,127.607593,일병,노래방,1,2,3,457.7,격리형,6,2024-12-27,-357.7,-7.44,12.565227660708992,-7.44,-6.565227660708991
S20240700198,23사단,영남권,36.68924,129.045691,이병,체력단련실,1,2,6,294.7,격리형,1,2024-12-20,-194.7,-1.87,1.1093416613115374,-1.37,-0.1093416613115374
S20240700199,14사단,강원권,37.892958,129.488438,상병,체력단련실,0,3,6,216.5,격리형,3,2024-09-23,-116.5,0.09,1.6665932992471073,1.09,1.3334067007528927
S20240700200,24사단,강원권,38.20086,127.514414,병장,체력단련실,1,4,3,485.5,침상형,1,2024-10-01,-385.5,-8.14,0.4940220033099278,-8.14,-8.48
S20240700201,15사단,전라권,35.868669,129.426018,이병,상담실,0,1,2,379.4,격리형,4,2024-07-20,-279.4,-5.98,0.571842087301156,-5.98,-6.25
S20240700202,17사단,충청권,35.934884,128.038707,상병,체력단련실,0,3,3,260.2,침상형,2,2024-08-30,-160.2,-2.5,1.190622636184412,-2.5,-1.7243755437764403
S20240700203,17사단,강원권,36.079074,127.86042,상병,노래방,1,5,1,268.7,침상형,1,2024-08-07,-168.7,-3.72,0.17813119115690768,-3.72,-2.6843748070929947
S20240700204,23사단,수도권,36.784281,127.600573,상병,상담실,1,3,2,396.8,침상형,2,2024-11-25,-296.8,-6.42,1.0107650946134483,-6.42,-6.71
S20240700205,25사단,강원권,38.113497,127.270337,상병,노래방,1,2,1,207.9,침상형,2,2024-07-25,-107.9,-2.2,0.7657610694146345,-2.2,-1.4965643423757098
S20240700206,21사단,강원권,37.859291,127.793094,일병,독서실,1,3,2,272.5,침상형,2,2024-11-07,-172.5,-3.31,0.8537061292801511,-3.31,-2.295628284449714
S20240700207,23사단,수도권,35.935274,127.28032,이병,PX,0,4,3,306.7,침상형,2,2024-10-29,-206.7,-3.67,4.388271422010283,-3.67,-2.388271422010283
S20240700208,14사단,충청권,36.716194,128.021177,상병,상담실,0,3,1,284.3,침상형,2,2024-12-07,-184.3,-4.11,0.2350505894517242,-4.11,-2.9494260704594386
S20240700209,23사단,충청권,36.032944,128.322547,이병,체력단련실,1,3,2,408.4,격리형,2,2024-07-26,-308.4,-6.71,0.05173772477230815,-6.71,-7.02
S20240700210,17사단,수도권,37.536695,126.503786,일병,노래방,1,2,1,279.4,격리형,2,2024-12-16,-179.39999999999998,-3.98,1.483237413561723,-3.98,-3.0293357140391697
S20240700211,21사단,강원권,36.072597,128.439048,일병,체력단련실,1,5,2,239.6,격리형,1,2024-09-05,-139.6,-2.49,0.8972232988166161,-2.49,-1.4479181953528133
S20240700212,13사단,영남권,35.681231,127.209766,병장,상담실,0,2,2,219.1,격리형,1,2024-07-01,-119.1,-1.98,1.294580762920368,-1.98,-1.98
S20240700213,16사단,수도권,37.045455,128.429324,상병,독서실,0,3,1,428.4,침상형,1,2024-08-20,-328.4,-7.71,8.386569111790255,-7.71,-7.386569111790256
S20240700214,22사단,영남권,36.737695,127.284907,병장,체력단련실,1,4,3,218.2,침상형,2,2024-07-05,-118.2,-1.45,2.106022375222083,-1.45,-0.1060223752220828
S20240700215,12사단,영남권,36.587395,127.793653,병장,노래방,1,3,1,444.3,격리형,2,2024-07-13,-344.3,-8.11,1.2777633636130834,-8.11,-7.283587583359214
S20240700216,20사단,수도권,37.552761,128.774487,병장,노래방,0,5,3,460.0,격리형,4,2024-11-24,-360.0,-7.5,0.572266549413923,-7.5,-6.787807924829422
S20240700217,23사단,영남권,38.132942,128.690158,이병,상담실,1,2,3,108.6,격리형,1,2024-11-17,-8.599999999999994,1.28,-0.5700000000000001,1.28,1.57
S20240700218,24사단,영남권,35.881352,129.259047,일병,체력단련실,1,2,3,176.9,격리형,2,2024-08-17,-76.9,-0.42,2.25,-0.42,-0.25
S20240700219,19사단,영남권,36.058927,128.02835,일병,독서실,0,2,5,247.2,침상형,2,2024-11-30,-147.2,-1.18,1.7995034555906662,-0.6799999999999999,0.2004965444093339
S20240700220,15사단,영남권,37.044003,129.307733,일병,PX,1,2,4,479.2,격리형,2,2024-08-26,-379.2,-7.48,0.02229183198260809,-6.48,-6.807089348478655
S20240700221,16사단,수도권,37.196875,127.114559,일병,PX,0,3,1,150.1,침상형,3,2024-10-23,-50.1,-0.75,0.33043491767207434,-0.75,0.2704131352619066
S20240700222,22사단,영남권,37.878907,126.533157,병장,노래방,1,3,5,231.0,침상형,1,2024-08-04,-131.0,-0.77,1.49,0.2299999999999999,-0.49
S20240700223,22사단,강원권,37.467433,127.454518,병장,PX,1,1,2,182.2,격리형,3,2024-09-14,-82.19999999999999,-1.05,0.9974351743740602,-1.05,0.1855213670140254
S20240700224,22사단,수도권,36.364825,128.322165,이병,노래방,1,2,3,457.4,침상형,1,2024-10-02,-357.4,-7.43,0.5182880197587298,-7.43,-6.423082975459597
S20240700225,22사단,전라권,37.220693,128.451634,병장,PX,1,3,4,116.4,침상형,1,2024-07-05,-16.400000000000006,1.59,-0.96,2.59,1.96
S20240700226,14사단,전라권,35.725037,128.12507,일병,노래방,1,1,3,132.6,격리형,2,2024-07-22,-32.599999999999994,0.69,1.0699999999999998,0.69,0.93
S20240700227,24사단,전라권,36.582153,127.508521,상병,상담실,0,2,4,471.4,침상형,1,2024-10-11,-371.4,-7.28,0.4502656057137483,-6.78,-6.752188816453307
S20240700228,24사단,영남권,36.092712,128.63151,일병,체력단련실,1,2,5,400.1,격리형,9,2024-12-22,-300.1,-5.0,0.13212101304584645,-4.5,-3.904976008681566
S20240700229,21사단,영남권,37.260914,128.911904,이병,PX,0,0,6,388.5,격리형,4,2024-12-29,-288.5,-4.21,0.10530901658301761,-3.71,-3.333037739352836
S20240700230,20사단,전라권,37.677047,128.099585,일병,체력단련실,1,1,4,290.7,격리형,2,2024-11-08,-190.7,-2.77,0.4581523903271101,-1.77,-1.2691831364192718
S20240700231,17사단,전라권,38.15675,127.31926,병장,독서실,1,3,4,482.4,격리형,3,2024-11-01,-382.4,-7.56,1.2936805305565853,-7.06,-6.587309820904872
S20240700232,22사단,충청권,35.654789,127.615291,이병,PX,1,1,3,487.1,격리형,1,2024-08-22,-387.1,-8.18,0.973636113716453,-8.18,-7.435991630297234
S20240700233,19사단,충청권,37.732233,128.9304,병장,체력단련실,1,3,6,273.7,격리형,2,2024-12-06,-173.7,-1.34,0.3042215777185066,-0.8400000000000001,-0.2964969143663274
S20240700234,17사단,수도권,36.527076,129.027817,병장,상담실,0,2,4,447.4,격리형,3,2024-09-07,-347.4,-6.68,0.8187070878629427,-5.68,-5.737460336997717
S20240700235,24사단,전라권,35.826025,126.674493,이병,상담실,1,1,5,368.7,침상형,2,2024-10-12,-268.7,-4.22,1.3496437566155828,-3.72,-4.17
S20240700236,11사단,강원권,37.856284,128.118012,상병,PX,1,3,2,295.6,격리형,2,2024-12-08,-195.6,-3.89,0.3206452636580735,-3.89,-2.816707285088458
S20240700237,11사단,전라권,35.872345,126.507691,이병,독서실,0,1,5,345.5,격리형,3,2024-12-25,-245.5,-3.64,0.6970278143036271,-2.64,-2.5132099193467035
S20240700238,19사단,강원권,36.079754,128.170486,이병,PX,0,2,4,231.6,침상형,1,2024-07-16,-131.6,-1.29,1.1779967445619084,-0.79,-0.1779967445619084
S20240700239,21사단,전라권,36.503823,127.509472,상병,PX,1,4,2,426.6,침상형,1,2024-10-24,-326.6,-7.17,0.4414024510759942,-7.17,-6.0433629995633495
S20240700240,24사단,수도권,38.050225,127.3519,이병,상담실,1,3,5,495.7,격리형,10,2024-09-14,-395.7,-7.39,1.4929462092158237,-6.89,-6.684638544207101
S20240700241,19사단,전라권,37.817926,127.220285,병장,상담실,0,4,3,139.6,격리형,2,2024-10-17,-39.6,0.51,1.26,0.51,0.74
S20240700242,14사단,수도권,38.382579,127.555558,일병,체력단련실,1,2,3,466.4,격리형,3,2024-08-08,-366.4,-7.66,0.8795967207289808,-7.66,-6.493817263299013
S20240700243,23사단,전라권,35.728224,128.898673,이병,PX,1,3,2,129.3,침상형,2,2024-09-27,-29.30000000000001,0.27,1.58,0.27,0.42
S20240700244,19사단,강원권,37.979427,126.940319,상병,노래방,1,2,3,243.2,침상형,7,2024-12-21,-143.2,-2.08,1.384585979098465,-2.08,-1.309786876467748
S20240700245,13사단,전라권,35.947912,127.818696,상병,상담실,0,3,5,154.8,격리형,9,2024-10-20,-54.80000000000001,1.13,1.4886406447784126,2.13,2.655781903734775
S20240700246,17사단,전라권,35.860534,127.221733,일병,PX,1,3,3,226.5,침상형,1,2024-08-16,-126.5,-1.66,1.5908862638602494,-1.66,-0.5908862638602494
S20240700247,16사단,전라권,36.20355,127.22673,상병,노래방,1,3,5,362.8,격리형,1,2024-12-19,-262.8,-4.07,0.768464724510264,-3.5700000000000003,-3.087564844156449
S20240700248,18사단,강원권,37.815959,129.153582,이병,노래방,0,2,5,374.2,침상형,1,2024-11-14,-274.2,-4.35,1.4958602678171462,-3.85,-3.327835642101276
S20240700249,21사단,수도권,36.992436,127.398937,일병,상담실,1,2,3,289.4,격리형,10,2024-11-05,-189.4,-3.23,0.4743308416588845,-3.23,-2.0573918231021326
S20240700250,19사단,강원권,37.982476,127.64978,상병,PX,1,3,3,330.2,침상형,1,2024-12-25,-230.2,-4.26,0.19146768885965226,-4.26,-4.34
S20240700251,24사단,영남권,35.888444,127.543009,병장,독서실,0,4,5,129.4,격리형,3,2024-09-15,-29.40000000000001,1.76,0.7799999999999998,2.76,2.22
S20240700252,15사단,전라권,36.118967,127.81998,병장,상담실,1,4,5,449.7,격리형,2,2024-07-15,-349.7,-6.24,7.300695386860329,-5.24,-5.300695386860329
S20240700253,11사단,전라권,36.121782,127.614979,일병,PX,1,1,4,241.8,격리형,3,2024-08-05,-141.8,-1.55,4.38,-0.55,-1.38
S20240700254,13사단,수도권,36.957181,129.215885,병장,독서실,1,3,2,402.6,침상형,2,2024-09-01,-302.6,-6.56,0.4299841293449363,-6.56,-6.026666056865071
S20240700255,20사단,전라권,35.852695,128.114843,상병,체력단련실,1,3,4,493.9,침상형,1,2024-09-07,-393.9,-7.85,1.4818627443609034,-7.35,-6.899154923151347
S20240700256,22사단,수도권,35.967373,127.041537,일병,PX,1,2,3,387.3,침상형,1,2024-12-16,-287.3,-5.68,0.2293361845689607,-5.68,-5.86
S20240700257,18사단,강원권,36.261157,128.162223,상병,독서실,0,3,1,202.8,침상형,1,2024-09-12,-102.8,-2.07,1.6808466373231676,-2.07,-0.6808466373231676
S20240700258,25사단,전라권,37.841274,127.855413,이병,체력단련실,1,2,7,146.6,격리형,1,2024-07-24,-46.6,2.34,-1.96,2.84,2.96
S20240700259,21사단,충청권,36.088627,127.023685,병장,상담실,0,5,4,474.8,격리형,3,2024-08-18,-374.8,-7.37,0.5566927055544864,-6.37,-6.106472871015052
S20240700260,16사단,전라권,37.184983,126.634214,이병,체력단련실,1,1,6,237.2,격리형,1,2024-11-23,-137.2,-0.43,1.06,0.07,-0.06
S20240700261,18사단,영남권,36.262267,129.403097,병장,독서실,1,4,4,371.4,격리형,2,2024-07-07,-271.4,-4.78,0.6568246049962674,-4.28,-3.482815232231789
S20240700262,19사단,충청권,36.920206,127.977495,이병,노래방,0,1,1,358.0,침상형,1,2024-07-04,-258.0,-5.95,1.4713777478588645,-5.95,-6.28
S20240700263,14사단,전라권,36.14821,129.164184,상병,상담실,0,2,2,325.8,격리형,3,2024-09-28,-225.8,-4.65,7.82,-4.65,-4.82
S20240700264,11사단,강원권,35.76335,127.031776,상병,노래방,0,5,2,477.0,격리형,3,2024-08-29,-377.0,-8.43,1.0311232770609655,-8.43,-8.00577106067562
S20240700265,24사단,전라권,36.988929,126.931204,병장,독서실,1,4,2,398.3,침상형,1,2024-08-24,-298.3,-6.46,0.3538961450611582,-6.46,-5.889146094202645
S20240700266,11사단,강원권,36.594469,126.546094,병장,PX,1,2,3,490.4,격리형,2,2024-07-16,-390.4,-8.26,0.06386506431345962,-8.26,-7.901291768059718
S20240700267,20사단,영남권,37.919912,127.900898,일병,상담실,0,3,5,438.9,침상형,2,2024-07-29,-338.9,-5.97,6.699062049881532,-5.47,-4.699062049881532
S20240700268,14사단,영남권,37.962076,127.433779,상병,체력단련실,1,3,5,480.3,침상형,3,2024-11-28,-380.3,-7.01,9.304261683597826,-6.51,-6.304261683597827
S20240700269,22사단,수도권,36.464426,127.167215,상병,독서실,0,4,5,359.4,침상형,2,2024-07-14,-259.4,-3.98,0.6208339372413327,-2.98,-2.458548813289193
S20240700270,24사단,영남권,37.790921,127.395729,이병,체력단련실,0,2,1,456.3,침상형,1,2024-09-17,-356.3,-8.41,0.5428202986596593,-8.41,-8.9
S20240700271,17사단,수도권,36.001838,127.646414,상병,독서실,1,2,3,253.7,격리형,2,2024-12-24,-153.7,-2.34,0.8786541591488397,-2.34,-2.3
S20240700272,12사단,수도권,38.155294,127.123393,상병,체력단련실,1,4,6,260.6,격리형,2,2024-08-02,-160.60000000000002,-1.02,1.618730469791405,-0.52,0.3812695302085954
S20240700273,13사단,수도권,36.42206,128.383965,상병,체력단련실,0,2,6,446.8,침상형,9,2024-11-30,-346.8,-5.67,13.91335358308416,-5.17,-4.913353583084161
S20240700274,11사단,충청권,36.321372,127.947774,병장,PX,0,3,4,396.5,침상형,9,2024-07-21,-296.5,-5.41,0.266886332480837,-4.41,-5.51
S20240700275,15사단,수도권,37.965335,127.330083,이병,독서실,1,1,1,451.2,격리형,2,2024-11-22,-351.2,-8.28,0.545604016084845,-8.28,-7.555388471200839
S20240700276,11사단,충청권,36.239416,127.752061,병장,PX,1,2,4,119.5,침상형,1,2024-07-23,-19.5,1.51,-0.8799999999999999,2.01,1.88
S20240700277,18사단,수도권,37.631364,127.630656,일병,체력단련실,1,3,2,245.1,침상형,2,2024-08-26,-145.1,-2.63,0.2756935647091176,-2.63,-1.881660289044639
S20240700278,11사단,강원권,37.719426,128.039281,일병,체력단련실,1,4,3,128.2,침상형,1,2024-11-19,-28.19999999999999,0.8,-0.05,0.8,1.05
S20240700279,21사단,수도권,35.518305,127.896224,상병,PX,0,2,1,322.5,격리형,2,2024-10-01,-222.5,-5.06,1.2004000917110376,-5.06,-4.104461493776876
S20240700280,11사단,강원권,36.614219,127.048244,이병,상담실,1,3,3,298.0,격리형,3,2024-07-20,-198.0,-3.45,0.6153230630638102,-3.45,-2.2343097159884158
S20240700281,12사단,강원권,37.325427,127.315018,병장,PX,1,3,5,293.3,격리형,3,2024-12-05,-193.3,-2.33,0.9319703134198623,-1.33,-1.4100447619628904
S20240700282,12사단,강원권,38.084254,127.999384,이병,독서실,1,1,3,485.2,격리형,1,2024-07-19,-385.2,-8.13,0.6993764498103507,-8.13,-8.47
S20240700283,22사단,강원권,35.717229,127.552196,이병,체력단련실,1,0,4,165.3,격리형,4,2024-12-28,-65.30000000000001,0.37,1.9377217568109604,0.87,2.06227824318904
S20240700284,16사단,충청권,38.223481,129.06485,병장,상담실,1,4,3,313.0,격리형,3,2024-10-11,-213.0,-3.82,0.0484205398212858,-3.82,-2.870727341836248
S20240700285,17사단,강원권,38.438277,126.550731,상병,노래방,0,1,5,121.7,격리형,2,2024-12-31,-21.700000000000003,1.96,-0.4199999999999999,2.46,2.42
